"","country","description","designation","points","price","province","region_1","region_2","taster_name","taster_twitter_handle","title","variety","winery","address","lat","long","description2"
"257","US","This 100% Cabernet Sauvignon is so rich and decadent, with milk chocolate, blackberry and new French oak flavors. Made by celebrity winemaker Philippe Melka, it's soft and approacheable on the palate and widely appealing. Your best bet is to drink up now.","Fortune Teller",92,125,"California","Napa Valley","Napa","","","Parallel 2010 Fortune Teller Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Parallel","Napa Valley, California, US",38.5024689,-122.2653887,"This 100% Cabernet Sauvignon is so rich and decadent, with milk chocolate, blackberry and new French oak flavors. Made by celebrity winemaker Philippe Melka, it's soft and approacheable on the palate and widely appealing. Your best bet is to drink up now. Cabernet Sauvignon US California Napa Valley Parallel"
"258","Australia","This wine displays ample concentration in its inky color and potent aromas of dark berry fruit. There's a hint of raisining as well. In the mouth, it's mouthfilling but lacks a bit of texture; the flavors include dark plums, vanilla and hints of dried fruits, like figs and dates. With a finish that calls to mind chocolate fudge (minus the sugar), opt for drinking this wine over the relatively near term, now to 2020.","Green's Vineyard",92,70,"South Australia","Barossa Valley","","Joe Czerwinski","@JoeCz","Kilikanoon 2009 Green's Vineyard Shiraz (Barossa Valley)","Shiraz","Kilikanoon","Barossa Valley, South Australia, Australia",-34.5333333,138.95,"This wine displays ample concentration in its inky color and potent aromas of dark berry fruit. There's a hint of raisining as well. In the mouth, it's mouthfilling but lacks a bit of texture; the flavors include dark plums, vanilla and hints of dried fruits, like figs and dates. With a finish that calls to mind chocolate fudge (minus the sugar), opt for drinking this wine over the relatively near term, now to 2020. Shiraz Australia South Australia Barossa Valley Kilikanoon"
"259","Argentina","Deep, lush aromas of black fruits, graphite and coconut are welcoming and friendly. The mouthfeel is pure and smooth, with elegance and power. Flavors of cassis, blackberry, hard spices and licorice filter into a long, mellow, classy finish. This is a pushy, full-bodied wine that doesn't throw punches; drink through 2020.","Synthesis",92,30,"Mendoza Province","Tupungato","","Michael Schachner","@wineschach","Finca Sophenia 2011 Synthesis Malbec (Tupungato)","Malbec","Finca Sophenia","Tupungato, Mendoza Province, Argentina",-33.3728036,-69.1475583,"Deep, lush aromas of black fruits, graphite and coconut are welcoming and friendly. The mouthfeel is pure and smooth, with elegance and power. Flavors of cassis, blackberry, hard spices and licorice filter into a long, mellow, classy finish. This is a pushy, full-bodied wine that doesn't throw punches; drink through 2020. Malbec Argentina Mendoza Province Tupungato Finca Sophenia"
"260","US","This blend showcases the soft lusciousness and ripe fruit of Paso Robles. It's rich and sweet in jammy blackberries, cherries, chocolate and spicy sandalwood. Drink now.","Treana Red",87,35,"California","Paso Robles","Central Coast","","","Treana 2008 Treana Red Cabernet Sauvignon-Syrah (Paso Robles)","Cabernet Sauvignon-Syrah","Treana","Paso Robles, California, US",35.6368759,-120.6545022,"This blend showcases the soft lusciousness and ripe fruit of Paso Robles. It's rich and sweet in jammy blackberries, cherries, chocolate and spicy sandalwood. Drink now. Cabernet Sauvignon-Syrah US California Paso Robles Treana"
"261","Chile","Rooty and leafy on the nose, with red berry aromas peeking through some obvious oak. The palate offers cherry and raspberry flavors along with sweetness, and things are backed by vanilla and chocolate. Good, tasty and oaky, with proper layering.","Grey [Glacier] Single Block Trinidad Vineyard",87,20,"Maipo Valley","","","Michael Schachner","@wineschach","Ventisquero 2008 Grey [Glacier] Single Block Trinidad Vineyard Cabernet Sauvignon (Maipo Valley)","Cabernet Sauvignon","Ventisquero",", Maipo Valley, Chile",-33.4072644,-70.6390583,"Rooty and leafy on the nose, with red berry aromas peeking through some obvious oak. The palate offers cherry and raspberry flavors along with sweetness, and things are backed by vanilla and chocolate. Good, tasty and oaky, with proper layering. Cabernet Sauvignon Chile Maipo Valley  Ventisquero"
"262","US","This is a soft, gentle Cabernet for drinking now. It's pleasantly rich, offering blackberry, cherry, chocolate and cedar flavors, wrapped into easy tannins.","",87,15,"California","Napa Valley","Napa","","","Aquinas 2008 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Aquinas","Napa Valley, California, US",38.5024689,-122.2653887,"This is a soft, gentle Cabernet for drinking now. It's pleasantly rich, offering blackberry, cherry, chocolate and cedar flavors, wrapped into easy tannins. Cabernet Sauvignon US California Napa Valley Aquinas"
"263","Chile","Foresty and dark on the bouquet, with aromas of licorice, prune, forest and foxiness. The palate is full and tannic, while flavors run sweet, creamy and slightly syrupy, with chocolate and spiced fig notes. Finishes rich and rough, with dry herbs and true Chilean Cab flavors of olive and oregano.","",87,19,"Aconcagua Valley","","","Michael Schachner","@wineschach","Arboleda 2009 Cabernet Sauvignon (Aconcagua Valley)","Cabernet Sauvignon","Arboleda",", Aconcagua Valley, Chile",-33.4586627,-70.6524488,"Foresty and dark on the bouquet, with aromas of licorice, prune, forest and foxiness. The palate is full and tannic, while flavors run sweet, creamy and slightly syrupy, with chocolate and spiced fig notes. Finishes rich and rough, with dry herbs and true Chilean Cab flavors of olive and oregano. Cabernet Sauvignon Chile Aconcagua Valley  Arboleda"
"264","US","Soft, light in body and easy to drink, this Sangiovese, from the Napa estate vineyard, is delicious in raspberry, red currant, licorice, bacon and spice flavors. It's somewhat ephemeral, an instantly pleasant wine to drink especially with cured meats, olives, hard cheeses.","Estate",87,28,"California","Napa Valley","Napa","","","Benessere 2007 Estate Sangiovese (Napa Valley)","Sangiovese","Benessere","Napa Valley, California, US",38.5024689,-122.2653887,"Soft, light in body and easy to drink, this Sangiovese, from the Napa estate vineyard, is delicious in raspberry, red currant, licorice, bacon and spice flavors. It's somewhat ephemeral, an instantly pleasant wine to drink especially with cured meats, olives, hard cheeses. Sangiovese US California Napa Valley Benessere"
"265","US","A good, clean, tart and lightly spicy all-stainless style. Cool climate fruit puts the accent on lime and lemon flavors, keeps the alcohol low (13.3%), and makes this a fine match to shellfish, white fish and light pasta dishes.","Whiteline No Oak",87,14,"Washington","Columbia Valley (WA)","Columbia Valley","Paul Gregutt","@paulgwine ","Buried Cane 2009 Whiteline No Oak Chardonnay (Columbia Valley (WA))","Chardonnay","Buried Cane","Columbia Valley (WA), Washington, US",47.4523058,-120.822886,"A good, clean, tart and lightly spicy all-stainless style. Cool climate fruit puts the accent on lime and lemon flavors, keeps the alcohol low (13.3%), and makes this a fine match to shellfish, white fish and light pasta dishes. Chardonnay US Washington Columbia Valley (WA) Buried Cane"
"266","Italy","Slightly disjointed at first, this Barolo with fruit sourced from four vineyard sites, needs a few minutes to open in the glass. The wine offers tertiary aromas of cured beef, smoked bacon and white mushroom. Drink now.","4 Vigne",87,56,"Piedmont","Barolo","","","","Cascina Adelaide 2005 4 Vigne  (Barolo)","Nebbiolo","Cascina Adelaide","Barolo, Piedmont, Italy",44.6088032,7.9403041,"Slightly disjointed at first, this Barolo with fruit sourced from four vineyard sites, needs a few minutes to open in the glass. The wine offers tertiary aromas of cured beef, smoked bacon and white mushroom. Drink now. Nebbiolo Italy Piedmont Barolo Cascina Adelaide"
"267","US","Muted at first, this wine opens up nicely with time. Sweet, ripe and easy on the finish, its core is full of black pepper and clove. The grapes are sourced from several distinctive vineyards in Mendocino County. Drink it with a steak.","",87,24,"California","Mendocino County","","Virginie Boone","@vboone","Claudia Springs 2007 Zinfandel (Mendocino County)","Zinfandel","Claudia Springs","Mendocino County, California, US",39.5500194,-123.438353,"Muted at first, this wine opens up nicely with time. Sweet, ripe and easy on the finish, its core is full of black pepper and clove. The grapes are sourced from several distinctive vineyards in Mendocino County. Drink it with a steak. Zinfandel US California Mendocino County Claudia Springs"
"268","Romania","Fragrant on the nose with fresh orange, lemon and honeysuckle aromas, this full-bodied Chard is deliciously quaffable with a concentrated apple palate and just a hint of buttered toast. Another well-made Romanian at an unbeatable bargain price.","",87,7,"Recas","","","Anna Lee C. Iijima","","Cramele Recas 2009 Chardonnay (Recas)","Chardonnay","Cramele Recas",", Recas, Romania",45.8011607,21.5119138,"Fragrant on the nose with fresh orange, lemon and honeysuckle aromas, this full-bodied Chard is deliciously quaffable with a concentrated apple palate and just a hint of buttered toast. Another well-made Romanian at an unbeatable bargain price. Chardonnay Romania Recas  Cramele Recas"
"269","France","Rich and full in the mouth, packed with red fruits and black cherries. The wine is sweet, while keeping a tannic core. Drink next year.","Les Dames Huguettes",87,30,"Burgundy","Côte de Nuits-Villages","","Roger Voss","@vossroger","Domaine Bertagna 2009 Les Dames Huguettes  (Côte de Nuits-Villages)","Pinot Noir","Domaine Bertagna","Côte de Nuits-Villages, Burgundy, France",47.0831185,4.9145067,"Rich and full in the mouth, packed with red fruits and black cherries. The wine is sweet, while keeping a tannic core. Drink next year. Pinot Noir France Burgundy Côte de Nuits-Villages Domaine Bertagna"
"270","Greece","This fuller-bodied white blend offers pineapple, kiwi and citrus on the nose, and a blend of full fruit and acidity on the palate. A balanced, easygoing white that is perfect for everyday poultry, vegetable and fish meals.","Asirtiko Athiri",87,18,"Santorini","","","Susan Kostrzewa","@suskostrzewa","Domaine Sigalas 2010 Asirtiko Athiri White (Santorini)","White Blend","Domaine Sigalas",", Santorini, Greece",36.3931562,25.4615092,"This fuller-bodied white blend offers pineapple, kiwi and citrus on the nose, and a blend of full fruit and acidity on the palate. A balanced, easygoing white that is perfect for everyday poultry, vegetable and fish meals. White Blend Greece Santorini  Domaine Sigalas"
"271","Italy","Here's a fun and slightly less formal expression of Nebbiolo (especially when compared to the great wines of Barbaresco and Barolo) that offers tight fruit nuances of white cherry and forest berry backed by light shadings of spice and smoke.","",87,20,"Piedmont","Langhe","","","","Socré 2006 Nebbiolo (Langhe)","Nebbiolo","Socré","Langhe, Piedmont, Italy",44.489937,7.9768123,"Here's a fun and slightly less formal expression of Nebbiolo (especially when compared to the great wines of Barbaresco and Barolo) that offers tight fruit nuances of white cherry and forest berry backed by light shadings of spice and smoke. Nebbiolo Italy Piedmont Langhe Socré"
"272","Italy","Aged 12 months in large oak casks, this bright Nebbiolo offers pretty aromas of small berry, tar, licorice and cigar smoke backed by tight intensity and structure. Pair this powerful wine with braised quail or pork tenderloin.","",87,18,"Piedmont","Langhe","","","","Boffa 2006 Nebbiolo (Langhe)","Nebbiolo","Boffa","Langhe, Piedmont, Italy",44.489937,7.9768123,"Aged 12 months in large oak casks, this bright Nebbiolo offers pretty aromas of small berry, tar, licorice and cigar smoke backed by tight intensity and structure. Pair this powerful wine with braised quail or pork tenderloin. Nebbiolo Italy Piedmont Langhe Boffa"
